"","DOB","gender","startClockTime","endClockTime","startTimeSecs","endTimeSecs","child_id","filename","corpus","startTimestamp","endTimeStamp","date","startClockHours","startClockMinutes","startClockSeconds","endClockHours","endClockMinutes","endClockSeconds","endTimeSecs_for_hours","total_hrs","startClockTotalSeconds","age_interval","age_mos"
"179","2011-01-07","M","2014-11-16T14:31:33Z","2014-11-17T06:31:32Z","0.00S","57599.99S","109LTP2","109LTP2.its","L","2014-11-16 08:31:33","2014-11-17 00:31:32","2014-11-16",8,31,33,0,31,32,"57600.00S",16,30693,"2011-01-07 UTC--2014-11-16 UTC",46
"180","2011-06-29","M","2015-01-18T14:22:37Z","2015-01-19T06:22:36Z","0.00S","57599.99S","110LTP2","110LTP2.its","L","2015-01-18 08:22:37","2015-01-19 00:22:36","2015-01-18",8,22,37,0,22,36,"57600.00S",16,30157,"2011-06-29 UTC--2015-01-18 UTC",42
"181","2011-06-29","M","2014-01-20T13:47:01Z","2014-01-21T05:47:00Z","0.00S","57599.99S","111LTP1","111LTP1.its","L","2014-01-20 07:47:01","2014-01-20 23:47:00","2014-01-20",7,47,1,23,47,0,"57600.00S",16,28021,"2011-06-29 UTC--2014-01-20 UTC",30
"182","2011-06-29","M","2015-01-18T14:21:34Z","2015-01-19T06:21:33Z","0.00S","57599.99S","111LTP2","111LTP2.its","L","2015-01-18 08:21:34","2015-01-19 00:21:33","2015-01-18",8,21,34,0,21,33,"57600.00S",16,30094,"2011-06-29 UTC--2015-01-18 UTC",42
"183","2011-05-20","FALSE","2014-01-01T14:14:04Z","2014-01-02T06:14:03Z","0.00S","57599.99S","112LTP1","112LTP1.its","L","2014-01-01 08:14:04","2014-01-02 00:14:03","2014-01-01",8,14,4,0,14,3,"57600.00S",16,29644,"2011-05-20 UTC--2014-01-01 UTC",31
"184","2011-05-20","FALSE","2014-12-16T13:22:14Z","2014-12-17T05:22:13Z","0.00S","57599.99S","112LTP2","112LTP2.its","L","2014-12-16 07:22:14","2014-12-16 23:22:13","2014-12-16",7,22,14,23,22,13,"57600.00S",16,26534,"2011-05-20 UTC--2014-12-16 UTC",42
"185","2011-07-08","FALSE","2013-12-28T13:08:12Z","2013-12-29T05:08:11Z","0.00S","57599.99S","113LTP1","113LTP1.its","L","2013-12-28 07:08:12","2013-12-28 23:08:11","2013-12-28",7,8,12,23,8,11,"57600.00S",16,25692,"2011-07-08 UTC--2013-12-28 UTC",29
"186","2011-07-08","FALSE","2015-03-01T11:51:24Z","2015-03-02T03:51:23Z","0.00S","57599.99S","113LTP2","113LTP2.its","L","2015-03-01 05:51:24","2015-03-01 21:51:23","2015-03-01",5,51,24,21,51,23,"57600.00S",16,21084,"2011-07-08 UTC--2015-03-01 UTC",43
"187","2011-06-03","FALSE","2014-01-21T11:53:09Z","2014-01-22T03:53:08Z","0.00S","57599.99S","114LTP1","114LTP1.its","L","2014-01-21 05:53:09","2014-01-21 21:53:08","2014-01-21",5,53,9,21,53,8,"57600.00S",16,21189,"2011-06-03 UTC--2014-01-21 UTC",31
"188","2011-06-03","FALSE","2014-12-07T12:51:22Z","2014-12-08T04:51:21Z","0.00S","57599.99S","114LTP2","114LTP2.its","L","2014-12-07 06:51:22","2014-12-07 22:51:21","2014-12-07",6,51,22,22,51,21,"57600.00S",16,24682,"2011-06-03 UTC--2014-12-07 UTC",42
"189","2011-06-17","FALSE","2013-11-24T13:06:22Z","2013-11-25T05:06:21Z","0.00S","57599.99S","116LTP1","116LTP1.its","L","2013-11-24 07:06:22","2013-11-24 23:06:21","2013-11-24",7,6,22,23,6,21,"57600.00S",16,25582,"2011-06-17 UTC--2013-11-24 UTC",29
"190","2011-06-17","FALSE","2014-11-15T14:01:10Z","2014-11-16T06:01:09Z","0.00S","57599.99S","116LTP2","116LTP2.its","L","2014-11-15 08:01:10","2014-11-16 00:01:09","2014-11-15",8,1,10,0,1,9,"57600.00S",16,28870,"2011-06-17 UTC--2014-11-15 UTC",40
"191","2011-06-28","FALSE","2013-12-15T13:11:53Z","2013-12-16T05:11:52Z","0.00S","57599.99S","117LTP1","117LTP1.its","L","2013-12-15 07:11:53","2013-12-15 23:11:52","2013-12-15",7,11,53,23,11,52,"57600.00S",16,25913,"2011-06-28 UTC--2013-12-15 UTC",29
"192","2011-06-28","FALSE","2015-01-04T13:18:00Z","2015-01-05T05:17:59Z","0.00S","57599.99S","117LTP2","117LTP2.its","L","2015-01-04 07:18:00","2015-01-04 23:17:59","2015-01-04",7,18,0,23,17,59,"57600.00S",16,26280,"2011-06-28 UTC--2015-01-04 UTC",42
"193","2011-06-28","M","2013-12-26T13:23:26Z","2013-12-27T05:23:25Z","0.00S","57599.99S","118LTP1","118LTP1.its","L","2013-12-26 07:23:26","2013-12-26 23:23:25","2013-12-26",7,23,26,23,23,25,"57600.00S",16,26606,"2011-06-28 UTC--2013-12-26 UTC",29
"194","2011-06-28","M","2014-12-15T14:43:29Z","2014-12-16T06:43:28Z","0.00S","57599.99S","118LTP2","118LTP2.its","L","2014-12-15 08:43:29","2014-12-16 00:43:28","2014-12-15",8,43,29,0,43,28,"57600.00S",16,31409,"2011-06-28 UTC--2014-12-15 UTC",41
"195","2011-06-28","M","2014-01-02T13:01:32Z","2014-01-03T05:01:31Z","0.00S","57599.99S","119LTP1","119LTP1.its","L","2014-01-02 07:01:32","2014-01-02 23:01:31","2014-01-02",7,1,32,23,1,31,"57600.00S",16,25292,"2011-06-28 UTC--2014-01-02 UTC",30
"196","2011-06-28","M","2014-12-15T14:39:41Z","2014-12-16T06:39:40Z","0.00S","57599.80S","119LTP2","119LTP2.its","L","2014-12-15 08:39:41","2014-12-16 00:39:40","2014-12-15",8,39,41,0,39,40,"57599.80S",15.9999444444444,31181,"2011-06-28 UTC--2014-12-15 UTC",41
"197","2011-09-01","FALSE","2014-01-14T12:08:57Z","2014-01-15T04:08:56Z","0.00S","57599.99S","121LTP1","121LTP1.its","L","2014-01-14 06:08:57","2014-01-14 22:08:56","2014-01-14",6,8,57,22,8,56,"57600.00S",16,22137,"2011-09-01 UTC--2014-01-14 UTC",28
"198","2011-09-01","FALSE","2015-02-01T13:17:59Z","2015-02-02T05:17:58Z","0.00S","57599.99S","121LTP2","121LTP2.its","L","2015-02-01 07:17:59","2015-02-01 23:17:58","2015-02-01",7,17,59,23,17,58,"57600.00S",16,26279,"2011-09-01 UTC--2015-02-01 UTC",41
"199","2011-09-01","FALSE","2014-01-14T12:06:18Z","2014-01-15T04:06:17Z","0.00S","57599.99S","122LTP1","122LTP1.its","L","2014-01-14 06:06:18","2014-01-14 22:06:17","2014-01-14",6,6,18,22,6,17,"57600.00S",16,21978,"2011-09-01 UTC--2014-01-14 UTC",28
"200","2011-09-01","FALSE","2015-02-01T13:20:01Z","2015-02-02T05:20:00Z","0.00S","57599.99S","122LTP2","122LTP2.its","L","2015-02-01 07:20:01","2015-02-01 23:20:00","2015-02-01",7,20,1,23,20,0,"57600.00S",16,26401,"2011-09-01 UTC--2015-02-01 UTC",41
"201","2011-08-23","M","2014-01-08T13:14:16Z","2014-01-09T05:14:15Z","0.00S","57599.99S","123LTP1","123LTP1.its","L","2014-01-08 07:14:16","2014-01-08 23:14:15","2014-01-08",7,14,16,23,14,15,"57600.00S",16,26056,"2011-08-23 UTC--2014-01-08 UTC",28
"202","2011-08-23","M","2015-02-25T13:27:04Z","2015-02-26T05:27:03Z","0.00S","57599.99S","123LTP2","123LTP2.its","L","2015-02-25 07:27:04","2015-02-25 23:27:03","2015-02-25",7,27,4,23,27,3,"57600.00S",16,26824,"2011-08-23 UTC--2015-02-25 UTC",42
"203","2011-09-05","M","2014-01-11T14:56:22Z","2014-01-12T06:56:21Z","0.00S","57599.99S","124LTP1","124LTP1.its","L","2014-01-11 08:56:22","2014-01-12 00:56:21","2014-01-11",8,56,22,0,56,21,"57600.00S",16,32182,"2011-09-05 UTC--2014-01-11 UTC",28
"204","2011-09-05","M","2015-01-25T15:30:58Z","2015-01-26T07:30:57Z","0.00S","57599.99S","124LTP2","124LTP2.its","L","2015-01-25 09:30:58","2015-01-26 01:30:57","2015-01-25",9,30,58,1,30,57,"57600.00S",16,34258,"2011-09-05 UTC--2015-01-25 UTC",40
"205","2011-03-21","M","2014-01-21T15:52:34Z","2014-01-22T07:52:33Z","0.00S","57599.99S","125LTP1","125LTP1.its","L","2014-01-21 09:52:34","2014-01-22 01:52:33","2014-01-21",9,52,34,1,52,33,"57600.00S",16,35554,"2011-03-21 UTC--2014-01-21 UTC",34
"206","2011-10-17","M","2014-03-29T12:17:00Z","2014-03-30T04:16:59Z","0.00S","57599.99S","126LTP1","126LTP1.its","L","2014-03-29 07:17:00","2014-03-29 23:16:59","2014-03-29",7,17,0,23,16,59,"57600.00S",16,26220,"2011-10-17 UTC--2014-03-29 UTC",29
"207","2011-10-17","M","2015-03-07T13:28:18Z","2015-03-08T05:28:17Z","0.00S","57599.99S","126LTP2","126LTP2.its","L","2015-03-07 07:28:18","2015-03-07 23:28:17","2015-03-07",7,28,18,23,28,17,"57600.00S",16,26898,"2011-10-17 UTC--2015-03-07 UTC",40
"208","2010-10-15","M","2014-01-16T12:55:32Z","2014-01-17T04:55:31Z","0.00S","57599.99S","127LTP1","127LTP1.its","L","2014-01-16 06:55:32","2014-01-16 22:55:31","2014-01-16",6,55,32,22,55,31,"57600.00S",16,24932,"2010-10-15 UTC--2014-01-16 UTC",39
"209","2010-10-15","M","2015-01-27T12:52:53Z","2015-01-28T04:52:52Z","0.00S","57599.99S","127LTP2","127LTP2.its","L","2015-01-27 06:52:53","2015-01-27 22:52:52","2015-01-27",6,52,53,22,52,52,"57600.00S",16,24773,"2010-10-15 UTC--2015-01-27 UTC",51
"210","2011-06-05","FALSE","2014-02-01T13:33:15Z","2014-02-02T05:33:14Z","0.00S","57599.99S","128LTP1","128LTP1.its","L","2014-02-01 07:33:15","2014-02-01 23:33:14","2014-02-01",7,33,15,23,33,14,"57600.00S",16,27195,"2011-06-05 UTC--2014-02-01 UTC",31
"211","2011-06-05","FALSE","2015-02-08T13:45:04Z","2015-02-09T05:45:03Z","0.00S","57599.99S","128LTP2","128LTP2.its","L","2015-02-08 07:45:04","2015-02-08 23:45:03","2015-02-08",7,45,4,23,45,3,"57600.00S",16,27904,"2011-06-05 UTC--2015-02-08 UTC",44
"212","2011-04-25","FALSE","2014-03-08T11:37:31Z","2014-03-09T03:37:30Z","0.00S","57599.99S","129LTP1","129LTP1.its","L","2014-03-08 05:37:31","2014-03-08 21:37:30","2014-03-08",5,37,31,21,37,30,"57600.00S",16,20251,"2011-04-25 UTC--2014-03-08 UTC",34
"213","2011-04-25","FALSE","2015-03-29T12:47:42Z","2015-03-30T04:47:41Z","0.00S","57599.99S","129LTP2","129LTP2.its","L","2015-03-29 07:47:42","2015-03-29 23:47:41","2015-03-29",7,47,42,23,47,41,"57600.00S",16,28062,"2011-04-25 UTC--2015-03-29 UTC",47
"214","2011-04-25","FALSE","2014-03-08T11:33:51Z","2014-03-09T03:33:50Z","0.00S","57599.99S","130LTP1","130LTP1.its","L","2014-03-08 05:33:51","2014-03-08 21:33:50","2014-03-08",5,33,51,21,33,50,"57600.00S",16,20031,"2011-04-25 UTC--2014-03-08 UTC",34
"215","2011-04-25","FALSE","2015-03-29T12:48:10Z","2015-03-30T04:48:09Z","0.00S","57599.99S","130LTP2","130LTP2.its","L","2015-03-29 07:48:10","2015-03-29 23:48:09","2015-03-29",7,48,10,23,48,9,"57600.00S",16,28090,"2011-04-25 UTC--2015-03-29 UTC",47
"216","2011-05-21","M","2014-02-11T15:37:31Z","2014-02-11T17:09:22Z","0.00S","57599.99S","131LTP1","131LTP1.its","L","2014-02-11 09:37:31","2014-02-11 11:09:22","2014-02-11",9,37,31,11,9,22,"57600.00S",16,34651,"2011-05-21 UTC--2014-02-11 UTC",32
"217","2011-06-14","M","2014-02-10T12:52:08Z","2014-02-11T04:52:07Z","0.00S","57599.99S","132LTP1","132LTP1.its","L","2014-02-10 06:52:08","2014-02-10 22:52:07","2014-02-10",6,52,8,22,52,7,"57600.00S",16,24728,"2011-06-14 UTC--2014-02-10 UTC",31
"218","2011-02-09","M","2014-02-13T12:58:29Z","2014-02-14T04:58:28Z","0.00S","57599.99S","133LTP1","133LTP1.its","L","2014-02-13 06:58:29","2014-02-13 22:58:28","2014-02-13",6,58,29,22,58,28,"57600.00S",16,25109,"2011-02-09 UTC--2014-02-13 UTC",36
"219","2011-02-09","M","2015-02-23T12:43:36Z","2015-02-24T04:43:35Z","0.00S","57599.99S","133LTP2","133LTP2.its","L","2015-02-23 06:43:36","2015-02-23 22:43:35","2015-02-23",6,43,36,22,43,35,"57600.00S",16,24216,"2011-02-09 UTC--2015-02-23 UTC",48
"220","2011-08-26","M","2014-07-11T14:13:36Z","2014-07-12T06:13:35Z","0.00S","57599.99S","134LTP1","134LTP1.its","L","2014-07-11 09:13:36","2014-07-12 01:13:35","2014-07-11",9,13,36,1,13,35,"57600.00S",16,33216,"2011-08-26 UTC--2014-07-11 UTC",34
"221","2009-09-13","FALSE","2014-03-29T13:23:58Z","2014-03-30T05:23:57Z","0.00S","57599.99S","411D","411D.its","D","2014-03-29 08:23:58","2014-03-30 00:23:57","2014-03-29",8,23,58,0,23,57,"57600.00S",16,30238,"2009-09-13 UTC--2014-03-29 UTC",54
"222","2009-05-07","FALSE","2014-04-05T12:31:32Z","2014-04-06T04:31:31Z","0.00S","57599.99S","418D","418D.its","D","2014-04-05 07:31:32","2014-04-05 23:31:31","2014-04-05",7,31,32,23,31,31,"57600.00S",16,27092,"2009-05-07 UTC--2014-04-05 UTC",58
"223","2009-10-23","FALSE","2014-02-17T13:34:13Z","2014-02-18T05:34:12Z","0.00S","57599.99S","422D","422D.its","D","2014-02-17 07:34:13","2014-02-17 23:34:12","2014-02-17",7,34,13,23,34,12,"57600.00S",16,27253,"2009-10-23 UTC--2014-02-17 UTC",51
"224","2010-02-10","M","2014-03-29T14:19:14Z","2014-03-30T06:19:13Z","0.00S","57599.99S","423D","423D.its","D","2014-03-29 09:19:14","2014-03-30 01:19:13","2014-03-29",9,19,14,1,19,13,"57600.00S",16,33554,"2010-02-10 UTC--2014-03-29 UTC",49
"225","2009-09-21","M","2014-02-24T13:13:01Z","2014-02-25T05:13:00Z","0.00S","57599.99S","424D","424D.its","D","2014-02-24 07:13:01","2014-02-24 23:13:00","2014-02-24",7,13,1,23,13,0,"57600.00S",16,25981,"2009-09-21 UTC--2014-02-24 UTC",53
"226","2010-01-07","M","2014-02-23T14:06:28Z","2014-02-24T06:06:27Z","0.00S","57599.99S","425D","425D.its","D","2014-02-23 08:06:28","2014-02-24 00:06:27","2014-02-23",8,6,28,0,6,27,"57600.00S",16,29188,"2010-01-07 UTC--2014-02-23 UTC",49
"227","2009-09-02","M","2014-04-14T11:11:31Z","2014-04-15T03:11:30Z","0.00S","57599.99S","426D","426D.its","D","2014-04-14 06:11:31","2014-04-14 22:11:30","2014-04-14",6,11,31,22,11,30,"57600.00S",16,22291,"2009-09-02 UTC--2014-04-14 UTC",55
"228","2010-05-19","M","2014-04-12T12:31:35Z","2014-04-13T04:31:34Z","0.00S","57599.99S","427D","427D.its","D","2014-04-12 07:31:35","2014-04-12 23:31:34","2014-04-12",7,31,35,23,31,34,"57600.00S",16,27095,"2010-05-19 UTC--2014-04-12 UTC",46
"229","2008-11-22","M","2014-04-29T00:29:30Z","2014-05-04T05:43:31Z","0.00S","57599.99S","428D","428D.its","D","2014-04-28 19:29:30","2014-05-04 00:43:31","2014-04-28",19,29,30,0,43,31,"57600.00S",16,70170,"2008-11-22 UTC--2014-04-28 UTC",65
"230","2009-06-17","FALSE","2014-03-16T12:32:21Z","2014-03-17T04:32:20Z","0.00S","57599.99S","431D","431D.its","D","2014-03-16 07:32:21","2014-03-16 23:32:20","2014-03-16",7,32,21,23,32,20,"57600.00S",16,27141,"2009-06-17 UTC--2014-03-16 UTC",56
"231","2010-08-04","FALSE","2014-04-01T12:43:52Z","2014-04-02T04:43:51Z","0.00S","57599.99S","433D","433D.its","D","2014-04-01 07:43:52","2014-04-01 23:43:51","2014-04-01",7,43,52,23,43,51,"57600.00S",16,27832,"2010-08-04 UTC--2014-04-01 UTC",43
"232","2009-09-24","M","2014-03-28T12:12:46Z","2014-03-29T04:12:45Z","0.00S","57599.99S","434D","434D.its","D","2014-03-28 07:12:46","2014-03-28 23:12:45","2014-03-28",7,12,46,23,12,45,"57600.00S",16,25966,"2009-09-24 UTC--2014-03-28 UTC",54
"233","2009-12-28","M","2014-04-19T14:23:03Z","2014-04-20T06:23:02Z","0.00S","57599.99S","439D","439D.its","D","2014-04-19 09:23:03","2014-04-20 01:23:02","2014-04-19",9,23,3,1,23,2,"57600.00S",16,33783,"2009-12-28 UTC--2014-04-19 UTC",51
"234","2009-08-28","M","2014-05-12T12:26:18Z","2014-05-13T04:26:17Z","0.00S","57599.99S","440D","440D.its","D","2014-05-12 07:26:18","2014-05-12 23:26:17","2014-05-12",7,26,18,23,26,17,"57600.00S",16,26778,"2009-08-28 UTC--2014-05-12 UTC",56
"235","2009-08-02","FALSE","2014-06-02T12:29:19Z","2014-06-03T04:29:18Z","0.00S","57599.99S","441D","441D.its","D","2014-06-02 07:29:19","2014-06-02 23:29:18","2014-06-02",7,29,19,23,29,18,"57600.00S",16,26959,"2009-08-02 UTC--2014-06-02 UTC",58
"236","2009-05-24","M","2014-05-31T12:20:00Z","2014-06-01T04:19:59Z","0.00S","57599.99S","442D","442D.its","D","2014-05-31 07:20:00","2014-05-31 23:19:59","2014-05-31",7,20,0,23,19,59,"57600.00S",16,26400,"2009-05-24 UTC--2014-05-31 UTC",60
"237","2009-07-03","FALSE","2014-05-23T12:54:59Z","2014-05-23T12:56:07Z","0.00S","68.92S","443D","443D.its","D","2014-05-23 07:54:59","2014-05-23 07:56:07","2014-05-23",7,54,59,7,56,7,"68.92S",0.0191444444444444,28499,"2009-07-03 UTC--2014-05-23 UTC",58
"238","2009-06-24","FALSE","2014-06-20T14:27:37Z","2014-06-21T06:27:36Z","0.00S","57599.99S","444D","444D.its","D","2014-06-20 09:27:37","2014-06-21 01:27:36","2014-06-20",9,27,37,1,27,36,"57600.00S",16,34057,"2009-06-24 UTC--2014-06-20 UTC",59
"239","2010-11-21","FALSE","2014-05-29T12:08:07Z","2014-05-30T04:08:06Z","0.00S","57599.99S","445D","445D.its","D","2014-05-29 07:08:07","2014-05-29 23:08:06","2014-05-29",7,8,7,23,8,6,"57600.00S",16,25687,"2010-11-21 UTC--2014-05-29 UTC",42
"240","2010-08-09","FALSE","2014-05-28T11:55:52Z","2014-05-29T03:55:51Z","0.00S","57599.99S","447D","447D.its","D","2014-05-28 06:55:52","2014-05-28 22:55:51","2014-05-28",6,55,52,22,55,51,"57600.00S",16,24952,"2010-08-09 UTC--2014-05-28 UTC",45
"241","2010-04-04","M","2014-06-20T13:59:58Z","2014-06-21T05:59:57Z","0.00S","57599.99S","448D","448D.its","D","2014-06-20 08:59:58","2014-06-21 00:59:57","2014-06-20",8,59,58,0,59,57,"57600.00S",16,32398,"2010-04-04 UTC--2014-06-20 UTC",50
"242","2010-02-03","FALSE","2014-06-27T12:07:19Z","2014-06-28T04:07:18Z","0.00S","57599.99S","450D","450D.its","D","2014-06-27 07:07:19","2014-06-27 23:07:18","2014-06-27",7,7,19,23,7,18,"57600.00S",16,25639,"2010-02-03 UTC--2014-06-27 UTC",52
"243","2010-04-17","FALSE","2014-06-08T12:41:53Z","2014-06-09T04:41:52Z","0.00S","57599.99S","451D","451D.its","D","2014-06-08 07:41:53","2014-06-08 23:41:52","2014-06-08",7,41,53,23,41,52,"57600.00S",16,27713,"2010-04-17 UTC--2014-06-08 UTC",49
"244","2010-05-31","M","2014-07-09T11:30:01Z","2014-07-10T03:30:00Z","0.00S","57599.99S","453D","453D.its","D","2014-07-09 06:30:01","2014-07-09 22:30:00","2014-07-09",6,30,1,22,30,0,"57600.00S",16,23401,"2010-05-31 UTC--2014-07-09 UTC",49
"245","2010-02-02","M","2014-08-01T12:52:57Z","2014-08-02T04:52:56Z","0.00S","57599.99S","454D","454D.its","D","2014-08-01 07:52:57","2014-08-01 23:52:56","2014-08-01",7,52,57,23,52,56,"57600.00S",16,28377,"2010-02-02 UTC--2014-08-01 UTC",53
"246","2010-03-24","FALSE","2014-06-29T12:23:52Z","2014-06-30T04:23:51Z","0.00S","57599.99S","455D","455D.its","D","2014-06-29 07:23:52","2014-06-29 23:23:51","2014-06-29",7,23,52,23,23,51,"57600.00S",16,26632,"2010-03-24 UTC--2014-06-29 UTC",51
"247","2010-12-16","M","2014-10-14T12:15:49Z","2014-10-15T04:15:48Z","0.00S","57599.99S","456D","456D.its","D","2014-10-14 07:15:49","2014-10-14 23:15:48","2014-10-14",7,15,49,23,15,48,"57600.00S",16,26149,"2010-12-16 UTC--2014-10-14 UTC",45
"248","2009-08-23","M","2014-09-21T12:57:50Z","2014-09-22T04:57:49Z","0.00S","57599.99S","457D","457D.its","D","2014-09-21 07:57:50","2014-09-21 23:57:49","2014-09-21",7,57,50,23,57,49,"57600.00S",16,28670,"2009-08-23 UTC--2014-09-21 UTC",60
"249","2011-05-07","FALSE","2014-09-14T16:24:58Z","2014-09-15T08:24:57Z","0.00S","57599.99S","459D","459D.its","D","2014-09-14 11:24:58","2014-09-15 03:24:57","2014-09-14",11,24,58,3,24,57,"57600.00S",16,41098,"2011-05-07 UTC--2014-09-14 UTC",40
"250","2011-10-21","M","2015-03-17T20:06:28Z","2015-03-18T12:06:27Z","0.00S","57599.99S","500M","500M.its","M","2015-03-17 15:06:28","2015-03-18 07:06:27","2015-03-17",15,6,28,7,6,27,"57600.00S",16,54388,"2011-10-21 UTC--2015-03-17 UTC",40
"251","2011-03-03","M","2015-04-20T11:59:03Z","2015-04-21T03:59:02Z","0.00S","57599.99S","501M","501M.its","M","2015-04-20 06:59:03","2015-04-20 22:59:02","2015-04-20",6,59,3,22,59,2,"57600.00S",16,25143,"2011-03-03 UTC--2015-04-20 UTC",49
"252","2012-02-02","FALSE","2015-06-06T14:17:39Z","2015-06-07T06:17:38Z","0.00S","57599.99S","502M","502M.its","M","2015-06-06 09:17:39","2015-06-07 01:17:38","2015-06-06",9,17,39,1,17,38,"57600.00S",16,33459,"2012-02-02 UTC--2015-06-06 UTC",40
"253","2011-05-16","FALSE","2015-04-25T12:39:04Z","2015-04-26T04:39:03Z","0.00S","57599.99S","503M","503M.its","M","2015-04-25 07:39:04","2015-04-25 23:39:03","2015-04-25",7,39,4,23,39,3,"57600.00S",16,27544,"2011-05-16 UTC--2015-04-25 UTC",47
"254","2011-09-23","M","2015-05-12T13:31:04Z","2015-05-13T05:31:03Z","0.00S","57599.99S","504M","504M.its","M","2015-05-12 08:31:04","2015-05-13 00:31:03","2015-05-12",8,31,4,0,31,3,"57600.00S",16,30664,"2011-09-23 UTC--2015-05-12 UTC",43
"255","2011-12-03","FALSE","2015-05-06T14:20:18Z","2015-05-07T06:20:17Z","0.00S","57599.99S","505M","505M.its","M","2015-05-06 09:20:18","2015-05-07 01:20:17","2015-05-06",9,20,18,1,20,17,"57600.00S",16,33618,"2011-12-03 UTC--2015-05-06 UTC",41
"256","2012-02-18","M","2015-05-02T11:50:46Z","2015-05-03T03:50:45Z","0.00S","57599.99S","506M","506M.its","M","2015-05-02 06:50:46","2015-05-02 22:50:45","2015-05-02",6,50,46,22,50,45,"57600.00S",16,24646,"2012-02-18 UTC--2015-05-02 UTC",38
"257","2011-03-05","M","2015-05-25T12:20:17Z","2015-05-26T04:20:16Z","0.00S","57599.99S","507M","507M.its","M","2015-05-25 07:20:17","2015-05-25 23:20:16","2015-05-25",7,20,17,23,20,16,"57600.00S",16,26417,"2011-03-05 UTC--2015-05-25 UTC",50
"258","2012-07-13","M","2015-07-25T16:07:07Z","2015-07-26T08:07:06Z","0.00S","57599.99S","510M","510M.its","M","2015-07-25 11:07:07","2015-07-26 03:07:06","2015-07-25",11,7,7,3,7,6,"57600.00S",16,40027,"2012-07-13 UTC--2015-07-25 UTC",36
"259","2012-02-10","FALSE","2015-09-05T14:44:47Z","2015-09-06T06:44:46Z","0.00S","57599.99S","511M","511M.its","M","2015-09-05 09:44:47","2015-09-06 01:44:46","2015-09-05",9,44,47,1,44,46,"57600.00S",16,35087,"2012-02-10 UTC--2015-09-05 UTC",42
"260","2012-08-01","FALSE","2015-11-07T00:57:32Z","2015-11-07T16:57:31Z","0.00S","57599.99S","513M","513M.its","M","2015-11-06 18:57:32","2015-11-07 10:57:31","2015-11-06",18,57,32,10,57,31,"57600.00S",16,68252,"2012-08-01 UTC--2015-11-06 UTC",39
"261","2012-05-03","FALSE","2015-11-22T15:01:32Z","2015-11-23T03:47:18Z","0.00S","57599.99S","515M","515M.its","M","2015-11-22 09:01:32","2015-11-22 21:47:18","2015-11-22",9,1,32,21,47,18,"57600.00S",16,32492,"2012-05-03 UTC--2015-11-22 UTC",42
"262","2009-09-27","M","2012-11-02T11:58:20Z","2012-11-03T03:58:19Z","0.00S","57599.99S","600LTP1","600LTP1.its","L","2012-11-02 06:58:20","2012-11-02 22:58:19","2012-11-02",6,58,20,22,58,19,"57600.00S",16,25100,"2009-09-27 UTC--2012-11-02 UTC",37
"263","2009-09-27","M","2014-01-17T12:41:53Z","2014-01-18T04:41:52Z","0.00S","57599.99S","600LTP2","600LTP2.its","L","2014-01-17 06:41:53","2014-01-17 22:41:52","2014-01-17",6,41,53,22,41,52,"57600.00S",16,24113,"2009-09-27 UTC--2014-01-17 UTC",51
"264","2009-12-28","M","2012-11-09T13:40:41Z","2012-11-10T05:40:40Z","0.00S","57599.99S","602LTP1","602LTP1.its","L","2012-11-09 07:40:41","2012-11-09 23:40:40","2012-11-09",7,40,41,23,40,40,"57600.00S",16,27641,"2009-12-28 UTC--2012-11-09 UTC",34
"265","2009-12-28","M","2013-12-02T13:02:08Z","2013-12-03T05:02:07Z","0.00S","57599.99S","602LTP2","602LTP2.its","L","2013-12-02 07:02:08","2013-12-02 23:02:07","2013-12-02",7,2,8,23,2,7,"57600.00S",16,25328,"2009-12-28 UTC--2013-12-02 UTC",47
"266","2009-11-22","FALSE","2012-12-09T13:27:57Z","2012-12-10T05:27:56Z","0.00S","57599.99S","603LTP1","603LTP1.its","L","2012-12-09 07:27:57","2012-12-09 23:27:56","2012-12-09",7,27,57,23,27,56,"57600.00S",16,26877,"2009-11-22 UTC--2012-12-09 UTC",36
"267","2009-11-22","FALSE","2013-11-16T14:19:43Z","2013-11-17T06:19:42Z","0.00S","57599.99S","603LTP2","603LTP2.its","L","2013-11-16 08:19:43","2013-11-17 00:19:42","2013-11-16",8,19,43,0,19,42,"57600.00S",16,29983,"2009-11-22 UTC--2013-11-16 UTC",47
"268","2010-04-26","FALSE","2012-12-12T13:12:00Z","2012-12-13T05:11:59Z","0.00S","57599.99S","604LTP1","604LTP1.its","L","2012-12-12 07:12:00","2012-12-12 23:11:59","2012-12-12",7,12,0,23,11,59,"57600.00S",16,25920,"2010-04-26 UTC--2012-12-12 UTC",31
"269","2010-04-26","FALSE","2014-07-19T12:40:46Z","2014-07-20T04:40:45Z","0.00S","57599.99S","604LTP2","604LTP2.its","L","2014-07-19 07:40:46","2014-07-19 23:40:45","2014-07-19",7,40,46,23,40,45,"57600.00S",16,27646,"2010-04-26 UTC--2014-07-19 UTC",50
"270","2009-10-26","M","2012-12-03T12:56:28Z","2012-12-04T04:56:27Z","0.00S","57599.99S","607LTP1","607LTP1.its","L","2012-12-03 06:56:28","2012-12-03 22:56:27","2012-12-03",6,56,28,22,56,27,"57600.00S",16,24988,"2009-10-26 UTC--2012-12-03 UTC",37
